Title,averageRating,voteCount
Brian Banks,7.3,154
Saw 3D,6,2438
No Strings Attached,6.3,4130
Saw II,6.6,4374
Halloween III: Season of the Witch,5.1,1071
Boyz n the Hood,7.6,1555
Red Shoes and the Seven Dwarfs,7.8,886
Aliens vs Predator: Requiem,5.1,2348
13: The Musical,6,22
Enchanted,6.8,4714
Divergent,6.9,11523
She Will,5.6,24
Game of Thrones: The Last Watch,7.1,283
The Mummy,6.9,7683
The Mortal Instruments: City of Bones,6.4,4108
The Texas Chainsaw Massacre: The Beginning,6.1,1451
Armageddon,6.8,6826
The Protégé,6.6,708
Sucker Punch,6.1,4106
Miss Peregrine's Home for Peculiar Children,6.8,8914
Five Feet Apart,8.3,4927
Star Wars: The Force Awakens,7.3,17424
Sex Tape,5.4,3694
Umma,5.5,170
Now You See Me,7.3,14007
Saw IV,6.2,3050
Honest Thief,6.5,1358
Wonder Woman,7.2,18080
"Paul, Apostle of Christ",7.5,267
Star Wars: The Last Jedi,6.9,13425
Edward Scissorhands,7.7,11279
Beverly Hills Chihuahua,5.3,898
Descendants,7.1,2008
Colombiana,6.6,2176
Kung Fu Panda 2,6.9,5834
The Bob's Burgers Movie,7,170
Baby Driver,7.5,13668
A Boy Called Christmas,7.4,477
Frankenweenie,6.9,2804
American Pie Presents: Girls' Rules,6.3,477
22 Jump Street,6.8,7056
The Kissing Booth 3,7.1,1551
Nightcrawler,7.7,9314
Jeffrey Dahmer: Mind of a Monster,7.3,9
Hotel Transylvania 2,6.8,4970
Trollhunters: Rise of the Titans,7.8,262
Hulk,5.5,5000
(500) Days of Summer,7.3,8670
101 Dalmatians,5.9,2924
Pixels,5.7,6635
To All the Boys I've Loved Before,7.7,7744
Men in Black 3,6.5,9111
Hidden Figures,8.1,8151
The Kissing Booth 2,7.8,4616
Robin Hood,6.4,3959
He's All That,6.7,1065
Hitman's Wife's Bodyguard,6.8,1659
Zone 414,5.4,192
Little Man,5.9,1394
Chronicle,6.8,4547
Perfume: The Story of a Murderer,7.3,3828
Butchers,5,152
The Expendables 3,6.2,4260
Jack Reacher,6.6,6038
Disenchanted,0,0
The Fox and the Hound 2,6,566
Life in a Year,8.3,1160
Sleeping Beauty,6.9,4482
Saw III,6.4,3668
The Godfather Part II,8.6,10183
Mulan II,6.5,2041
Hereditary,7.3,6107
xXx,5.9,3583
Aquaman: Heroines of Atlantis,7,25
The Magnificent Seven,6.4,5225
Whiplash,8.4,12673
The Christmas Chronicles: Part Two,6.5,802
Catch the Bullet,5.7,86
A Walk Among the Tombstones,6.3,2456
Alice Through the Looking Glass,6.6,5680
War for the Planet of the Apes,7.1,7560
A Walk to Remember,7.7,3584
Lady and the Tramp,7.1,4565
Batman: Death in the Family,7.2,356
Jerry & Marge Go Large,9.2,5
Beckett,6.3,542
The Evil Dead,7.3,3115
Shattered,5.9,67
Underworld: Blood Wars,5.8,3227
The Doorman,5.9,330
Angels & Demons,6.7,5986
The Loud House Movie,7.5,139
The Fallout,7.5,354
Insidious: Chapter 2,6.7,3546
Glass,6.7,7206
I Am Legend,7.2,13708
Barbie Epic Road Trip,8,1
Bolt,6.5,5186
The Age of Adaline,7.5,5691
Predator 2,6.2,2572
I'm Not Ashamed,7.5,217
Aquaslash,4.2,124
Season of the Witch,5.4,2104
LEGO DC: Shazam! Magic and Monsters,7.4,115
The A-Team,6.4,4027
Fatherhood,7.6,1092
Ice Age: Collision Course,6.1,3886
Fantastic Four,4.4,5330
The Fault in Our Stars,7.6,10188
Jack the Giant Slayer,5.8,4435
Final Destination 3,6.1,3192
Cosmic Sin,4.2,462
Despicable Me 3,6.4,6178
Forrest Gump,8.5,23502
Candyman,6.1,1137
A Christmas Carol,6.9,3881
Tinker Bell and the Legend of the NeverBeast,7.1,804
The Godfather Part III,7.4,5130
The Good Nurse,7.1,20
Cowboys & Aliens,5.6,4449
Kong: Skull Island,6.5,9170
Dead Silence,6.4,1901
Batman Begins,7.7,18304
American Psycho,7.4,8511
Inside the Mind of a Cat,7.3,113
Captain America: The Winter Soldier,7.7,16642
Don't Breathe,7,6413
Death Race 2,5.8,927
Texas Chainsaw 3D,5.5,1351
Barbie: Princess Adventure,7.2,193
I Spit on Your Grave,6.5,1846
Son,6.1,210
300: Rise of an Empire,6.1,5704
Fireproof,7.6,569
Kick-Ass,7.1,10373
Scouts Guide to the Zombie Apocalypse,6.5,1587
The Revenant,7.5,16234
The Book of Daniel,7.3,61
Mission: Impossible - Fallout,7.4,6827
Fear Street: 1666,7.2,1272
TRON: Legacy,6.4,6230
Salt,6.4,4783
Dinosaur Hotel,5.2,63
The Scorpion King: Book of Souls,5.9,212
House of Wax,5.9,2515
Friday the 13th: The Final Chapter,6.1,1022
The Hills Have Eyes,6.4,2455
Survive the Game,5.7,135
Edge of Tomorrow,7.6,12023
Barbie as The Princess & the Pauper,7.5,1248
Barbie: Princess Charm School,7.4,641
Encounter,6.5,353
Drive,7.6,10795
Justice Society: World War II,7.6,435
Undisputed II: Last Man Standing,7.3,616
Scoob!,7.2,1419
Rush Hour 2,6.7,3330
Chicken Run,6.7,4160
The Emoji Movie,5.5,2623
Alien,8.1,12158
Far from the Tree,8.2,299
LEGO Star Wars Summer Vacation,5.8,32
Limitless,7.2,9283
Seal Team,7.1,187
Project Almanac,6.7,2200
Kingsman: The Golden Circle,7,8904
Super 8,6.7,5857
Blitz,6.2,1372
Deadpool 3,0,0
Cloudy with a Chance of Meatballs,6.6,5077
Beverly Hills Chihuahua 3: Viva la Fiesta!,6.2,216
Knives Out,7.9,9437
The Courier,7.1,807
Hercules,5.7,3613
Mary Magdalene,6.3,460
Curious George: Cape Ahoy,3.3,7
Star Wars: The Rise of Skywalker,6.4,8151
Piranha,5.9,499
Paranormal Activity,6,4323
"As Above, So Below",6.7,2791
Unknown,6.7,3315
Arrival,7.6,15544
Sinister,6.9,4606
Troy,7.1,8763
Benny Loves You,6.2,141
Sex and the City 2,6.1,1442
American Pie 2,6.2,4245
Sexology,4.1,7
100% Wolf,5.9,243
Pursuit,5.5,47
Shark Tale,6,5569
Togo,8.2,1625
American Pie Presents: The Naked Mile,5.5,1736
Introducing Chucky: The Making of Child's Play,6.9,8
Good Will Hunting,8.1,10037
Honk for Jesus. Save Your Soul.,6,13
Sausage Party,5.7,6381
The Adventures of Sharkboy and Lavagirl,5.1,1246
Extraction,7.4,4689
Dragon Ball Z: The Fall of Men,6,16
Zombieland,7.3,10737
Rocky,7.8,6367
Carrie,6.1,382
21 Jump Street,6.9,9083
"Hello, Goodbye, and Everything in Between",6.2,134
Rise of the Planet of the Apes,7.3,10202
Schindler's List,8.6,13378
Rango,6.8,5520
Riverdance: The Animated Adventure,5.8,59
Focus,6.9,6896
Tyson's Run,8.6,63
Dirty Grandpa,5.9,3902
Trolls World Tour,7.4,1801
Spy Kids,5.8,2931
Blade II,6.5,3988
Call Jane,6,1
Furry Friends Forever: Elmo Gets a Puppy,6,5
Pearl Harbor,6.9,5510
The Last Witch Hunter,5.9,3176
The Aristocats,7.3,4350
Avengers: Secret Wars,0,0
Never Back Down: Revolt,6.6,87
LEGO Star Wars Terrifying Tales,6.8,198
Wild Card,5.6,1500
Strange World,0,0
Green Book,8.2,9469
Hilda and the Mountain King,7.5,101
Jack Reacher: Never Go Back,5.9,4169
17 Again,6.3,4488
The Scientist,6.2,99
Porno,6.4,249
Independence Day: Resurgence,5.3,5368
Warcraft,6.3,5965
The Sword in the Stone,7.2,3308
Girl in the Picture,7.3,146
"I, Robot",6.9,10268
Saving Private Ryan,8.2,13557
Puss in Boots: The Last Wish,0,0
Skyline,4.9,1374
"Batman: The Long Halloween, Part Two",7.6,379
Cheaper by the Dozen,6.4,177
Mechanic: Resurrection,5.9,2838
King Richard,7.8,1637
The Tiger Rising,5.5,17
War Room,7.8,398
Den of Thieves,6.8,2398
One Day,7.4,3643
Justice League Dark: Apokolips War,8.3,1235
Saw VI,6.3,2567
Deadpool: No Good Deed,7.2,396
Barbie Fairytopia: Mermaidia,6.8,571
District 9,7.4,8163
Night at the Museum: Secret of the Tomb,6.2,5159
ParaNorman,6.9,2155
Stuart Little,6,3769
A Nightmare on Elm Street,7.3,4184
The Many Saints of Newark,6.5,472
The SpongeBob Movie: Sponge Out of Water,6.1,2026
Trolls,6.7,3099
Tekken,5.4,576
A Perfect Pairing,6.8,351
The Mystery of Marilyn Monroe: The Unheard Tapes,6.4,99
Zombieland: Double Tap,7,4714
The Ten Commandments,7.7,1184
The Hunger Games: Catching Fire,7.4,15273
The Heat,6.6,3496
Insidious: The Last Key,6.2,2323
Let's Be Cops,6.4,2431
Prisoners,8.1,9679
Midsommar,7.1,5285
The Hunt,6.7,2505
The Cabin in the Woods,6.6,6773
The Mask,6.9,8708
Goosebumps 2: Haunted Halloween,6.1,1244
Rise of the Guardians,7.4,5814
Werewolves Within,6.1,356
The Call of the Wild,7.6,2992
47 Ronin,6.1,3294
Barbie as Rapunzel,7,1046
Snow White and the Huntsman,6,7184
Phineas and Ferb: The Movie: Candace Against the Universe,7.3,314
Machete,6.3,2816
The Monster at the End of This Story,3,3
Mickey's Tale of Two Witches,7,103
Friday the 13th Part VI: Jason Lives,6.2,907
Body Brokers,6.3,74
The Iron Giant,7.9,4709
Descendants 2,7.4,1397
The Texas Chain Saw Massacre,7.3,2544
Freedom Writers,7.9,1861
Once Upon a Deadpool,7.1,595
Cinderella III: A Twist in Time,6.5,1069
Jumanji: Welcome to the Jungle,6.8,12044
Piranha 3D,5.4,1840
The Huntsman: Winter's War,6.3,4352
Fresh Meat: Jeffrey Dahmer,7.7,6
Total Recall,6,4806
Angel Has Fallen,6.5,2861
Bee Movie,6,4172
Sanctum,6,869
Barbie: A Fashion Fairytale,7.2,623
The Figo Affair: The Transfer That Changed Football,7.1,55
The Experiment,6.4,1040
Willy Wonka & the Chocolate Factory,7.5,2810
Spy Kids 3-D: Game Over,5.1,1872
Vanquish,5.6,209
Jennifer Lopez:  Halftime,7,102
Hellboy,5.5,2864
Those Who Wish Me Dead,6.8,1232
Below Her Mouth,6.8,999
Scream 3,6,2690
Wrong Turn 6: Last Resort,5.4,669
Kate,6.7,1145
Bloodshot,6.8,4409
My Little Pony: A New Generation,7.8,240
Saw V,6.2,2828
Paranormal Activity: The Marked Ones,5.4,1243
Freddy's Dead: The Final Nightmare,5.3,1037
The Warrior's Way,6.6,475
The Terminator,7.6,10903
Extinct,6.4,118
Jigsaw,6.2,3054
Seventh Son,5.5,2231
Happy Feet Two,6.1,1331
Dark Shadows,6,6413
Alone,6.3,481
Guardians of the Galaxy,7.9,25049
Barbie in the Nutcracker,6.8,900
Rambo: First Blood Part II,6.6,3159
The Walking Dead: The Journey So Far,7.8,16
Paranormal Activity 3,5.9,1884
The New Mutants,6.2,2830
Cursed,5.5,583
Cloudy with a Chance of Meatballs 2,6.4,2675
Knock Knock,5.3,2635
Night Teeth,6.5,596
Matilda,7.1,3671
Europa Report,6.2,1157
Phobias,5.2,35
Crystal Skulls,5,22
The Chronicles of Narnia: The Voyage of the Dawn Treader,6.4,4856
The Truman Show,8.1,15375
Central Intelligence,6.4,5067
Anastasia,7.6,4696
Riddick,6.3,3539
Catch Me If You Can,8,13063
Fantasia,7.4,2582
After Porn Ends 3,5.3,80
The Princess,6.9,17
Back to the Future Part II,7.7,10987
300,7.2,12059
The Mummy Returns,6.3,5960
Chaos Walking,6.7,1887
The King of Fighters,5.1,117
King Arthur: Legend of the Sword,6.5,5032
Barbie & Chelsea: The Lost Birthday,7.1,90
Valerian and the City of a Thousand Planets,6.6,6538
The Little Things,6.3,1812
Dual,6.1,150
Shadow in the Cloud,5.8,664
Men in Black,7.2,12000
Insidious: Chapter 3,6.3,2846
Ghostbusters,5.4,5631
The Happening,5.3,2947
Nacho Libre,6.3,1298
Biohazard: Damnation,6.8,675
Witch Hunt,6.9,213
Teenage Mutant Ninja Turtles: Out of the Shadows,6,2997
Rocky III,6.8,3356
Rush Hour,7,3897
Leprechaun,5.6,605
Midway,7.2,1981
Black and Blue,6.8,678
The Royal Treatment,6.7,630
V/H/S/94,6.3,275
The Howling,6.6,593
Catwoman: Hunted,6,62
The Foreigner,6.9,2134
Christmas ...Again?!,6.8,66
Barbie in the 12 Dancing Princesses,7.7,897
Puss in Boots,6.4,2699
The Craft: Legacy,6.3,619
Triangle of Sadness,7.4,138
The Transporter,6.7,4512
A Time to Kill,7.4,1925
The Shining,8.2,14981
The Blair Witch Project,6.3,3921
Ocean's Eleven,7.4,10040
Blade: Trinity,5.9,3294
Samson,5.8,192
The Lion Guard: Return of the Roar,6.6,1048
The Mummy,5.5,6360
Jason Goes to Hell: The Final Friday,4.5,749
Doctor Who Am I,0,0
It Follows,6.6,5479
The Lone Ranger,6.1,5259
Dawn of the Dead,7,3274
Bad Boys II,6.6,4597
"Batman: The Long Halloween, Part One",7.6,447
Bodies Bodies Bodies,6.5,227
Se7en,8.4,17791
American Badger,5.8,33
War of the Worlds,6.5,7158
Casper,6.3,3984
Sherlock Holmes: A Game of Shadows,7.1,9237
2 Guns,6.5,3565
Once Upon a Time… in Hollywood,7.4,11007
The Mad Hatter,5.7,50
The Gentlemen,7.7,4460
Flipped,8,2342
Greenland,7.1,3584
Jaws,7.6,8701
Pride & Prejudice,8.1,6773
Wifelike,6.5,27
Shooter,7.1,3995
Mortal Kombat Legends: Scorpion's Revenge,8.2,1143
Friday the 13th Part 2,6.1,1293
House of Gucci,6.7,2236
Run & Gun,5.7,41
Independence Day,6.9,8297
Death Race: Inferno,5.8,623
Beyond Infinity: Buzz and the Journey to Lightyear,7.1,204
Hellraiser,6.9,1971
God's Not Dead 2,6.2,340
Ballerina,7.2,1654
The 5th Wave,5.9,5222
Minions,6.4,9556
Knight and Day,6.2,3872
The Pianist,8.4,7583
Scooby-Doo! The Sword and the Scoob,7.7,157
Bad Lieutenant: Port of Call - New Orleans,6.1,915
Goosebumps,6.3,3315
Three Thousand Years of Longing,7,360
Jason X,4.8,1080
Never Back Down,6.7,2000
Never Back Down: No Surrender,7,384
The Road to El Dorado,7.2,3242
Tinker Bell and the Lost Treasure,6.8,819
The Thing,8,5612
Joseph: King of Dreams,6.7,826
The Jungle Book,6.9,7279
Caged,6.7,86
Spy Kids 2: The Island of Lost Dreams,5.6,1849
Red Tails,6.5,521
Willy's Wonderland,6.1,612
Elysium,6.5,7732
The Human Centipede (First Sequence),5.2,1783
Blackhat,5.5,1762
The Princess Diaries,6.9,4284
The Final,6,223
Jojo Rabbit,8.1,7853
Perfect Sense,6.9,965
Finding Dory,7,10863
Spectre,6.5,9354
Léon: The Professional,8.3,12577
Sleepy Hollow,7.2,5732
Death on the Nile,6.5,2284
Oz the Great and Powerful,5.9,6015
Alvin and the Chipmunks: The Squeakquel,5.6,2498
American Pie Presents: Band Camp,5.4,1798
Cast Away,7.7,9752
Undisputed,6.5,568
I Believe,7.1,57
The Interview,6.2,5025
Father of the Bride,6.8,69
Under Wraps,6.7,67
My Policeman,6.2,6
A Babysitter's Guide to Monster Hunting,6.2,250
Threesome,6.4,187
The Matrix Revolutions,6.7,8420
The Exorcism of Emily Rose,6.5,2343
Bordello of Blood,5.9,297
28 Days Later,7.2,5586
Predestination,7.4,5471
What Happened to Monday,7.2,5388
Home,6.8,3457
Brothers by Blood,5.8,128
The Hunger Games,7.2,19605
Bird Box,6.9,8603
All the Bright Places,7.7,2511
The Return of the Living Dead,7.2,1522
Ocean's Eight,7,7278
Tears of the Sun,6.8,1853
Parker,6,2649
Life of Pi,7.4,11839
Star Trek,7.4,8863
The Legend of Tarzan,5.9,5658
Thunder Force,5.6,1021
The Curious Case of Benjamin Button,7.6,11078
I Spit on Your Grave 2,6.3,1049
American Wedding,6.2,3530
Movie 43,4.6,1979
Sundown,6,51
Masquerade,6,72
Running with the Devil: The Wild World of John McAfee,6.8,33
Get Smart With Money,5.8,7
Igor,6,495
6 Underground,6.3,3968
Transformers: Rise of the Beasts,0,0
After Earth,5.2,5898
The Seventh Day,5.4,209
10.0 Earthquake,5,99
Onward,7.8,5225
Over the Moon,7.3,1111
Tinker Bell and the Pirate Fairy,6.9,822
Epic,6.5,2380
Step Up 3D,6.8,1710
The Impossible,7.4,5552
She's Out of My League,6.4,1748
Scream 2,6.4,3134
"Love, Rosie",7.8,5597
Why Him?,6.4,3673
Now You See Me 2,6.8,9630
The Losers,6.3,1508
The Fox and the Hound,7.1,2750
Wanted,6.5,6173
Norbit,5.6,1936
Sin City: A Dame to Kill For,6.4,3307
Dumb and Dumber To,5.5,2742
Gemini Man,6.3,4421
Psycho,8.4,8514
Vacation,6.3,3234
Brother Bear 2,6.7,1262
Scooby-Doo 2: Monsters Unleashed,6,2311
Dolittle,6.7,3103
Dead Like Me: Life After Death,6.3,213
Freaky Friday,6.4,3178
The Accountant,7,5236
London Has Fallen,6.2,4106
As Good as It Gets,7.4,3132
Hachi: A Dog's Tale,8,5813
How to Train Your Dragon: Homecoming,8.1,728
The Well,6.4,177
Carrie,6,3934
I See You,7,1058
Battleship,5.8,4815
Legally Blondes,5.7,222
Big Stan,6.5,695
Anacondas: The Hunt for the Blood Orchid,5.4,768
Shady Grove,0,0
Wild Indian,5.7,33
Lockout,5.9,1592
Dreamcatcher,6,93
"Big Mommas: Like Father, Like Son",5.5,1054
Nymphomaniac: Vol. II,6.8,2515
Scary Stories to Tell in the Dark,6.5,2225
101 Dalmatians II: Patch's London Adventure,6,985
Drag Me to Hell,6.4,3076
Sonic Drone Home,6.7,25
The BFG,6.2,2915
Facing the Giants,7.5,339
Unhuman,5.5,64
Death Race,6.2,3199
Pretty Woman,7.4,6679
Evil Dead,6.5,3775
Ella Enchanted,6.4,1591
Odd Thomas,6.9,1077
Sator,5.2,84
God's Not Dead,6,768
Enola Holmes,7.3,4678
The Case for Christ,6.9,226
The Angry Birds Movie 2,7.1,1352
Home on the Range,6,1709
The Flash,0,0
Justice League: Doom,7.4,714
Rush Hour 3,6.4,2606
Alvin and the Chipmunks,5.8,3844
Die unendliche Geschichte,7.2,3415
Tom and Jerry: The Fast and the Furry,6.9,203
The Indian in the Cupboard,6.4,509
A Cozy Christmas Inn,0,0
The Angry Birds Movie,6.2,3108
9,6.9,3033
Accident Man,6,361
Toy Story That Time Forgot,7,842
The Killing of a Sacred Deer,7,3060
Justice League: The Flashpoint Paradox,7.9,1520
Robin Hood,7.3,3760
Hostel: Part II,5.8,1659
Stan Helsing,4.2,388
Fantastic Beasts: The Crimes of Grindelwald,6.9,9612
Kill Bill: Vol. 1,8,15092
Friends with Benefits,6.7,7021
Heat,7.9,5820
House of the Witch,4.7,121
Kick-Ass 2,6.4,5445
Tracers,6,991
The Longest Yard,6.6,2767
First Blood,7.5,5146
Silent Night,6.2,274
Cherry,7.4,1020
The Witch,6.9,5828
Woody Woodpecker,6.7,600
Easter Sunday,6.5,23
Allegiant,6.1,5913
Ouija,5.1,2402
Looper,6.9,9093
Coming 2 America,6.6,1883
There's Someone Inside Your House,5.5,485
Rogue One: A Star Wars Story,7.5,13527
Rocky II,7.2,3539
King Kong,6.9,6801
Dragonball Evolution,2.8,1738
Jackass 4.5,6.4,210
Transporter 2,6.3,3010
Gladiator,8.2,15683
Kubo and the Two Strings,7.7,3152
Stalked by a Prince,4,4
Meet Joe Black,7.2,4072
The Osiris Child,5.4,386
Home Team,6.8,575
Friday the 13th Part VIII: Jason Takes Manhattan,5,799
Ouija: Origin of Evil,6.1,2133
The Boy Who Harnessed the Wind,7.9,1352
Cats & Dogs 3: Paws Unite,6.4,173
Watchmen,7.3,7897
To All the Boys: Always and Forever,7.7,1619
A Dog's Journey,8,1169
GoodFellas,8.5,10609
Woodlawn,7,156
Detective Knight: Rogue,3.7,3
Dead Poets Society,8.3,9467
Eternal Sunshine of the Spotless Mind,8.1,12717
Tyler Perry's A Madea Homecoming,6.8,79
Megan,0,0
All Hallows' Eve,6,238
The Virtuoso,6.1,281
Endangered Species,6,126
Alpha,6.4,2230
Leprechaun 3,5.9,243
Breach,4.3,546
Jack and Jill,4.3,1799
Overboard,6.7,1217
Bad Trip,6.1,398
Ghost Ship,5.9,1986
Justice League vs. Teen Titans,7.4,737
1917,8,10275
Rise,7.7,185
The Karate Kid,7.2,3448
State of Play,6.8,1605
Man on a Ledge,6.4,2241
Step Up,6.9,3328
Clown,5.7,1152
Alvin and the Chipmunks: Chipwrecked,5.7,1867
Life,6.4,6351
Friday,7.1,1420
Crawl,6.3,2621
The Hills Have Eyes 2,5.5,1179
Escape Plan 2: Hades,5.1,1179
Dark Waters,7.5,1662
Ready or Not,7.1,3417
Where the Wild Things Are,6.5,1570
Geostorm,6.1,4071
2001: A Space Odyssey,8.1,9699
Red Dawn,5.7,1360
The Unforgivable,7.5,1464
Aliens,7.9,8004
The Babysitter: Killer Queen,6.4,1205
The Other Guys,6.3,3526
A Good Day to Die Hard,5.3,5689
Fat Ass Zombies,4.8,48
The Voyeurs,6.7,554
Confessions of a Shopaholic,6.4,2354
The Lorax,6.5,2897
Pets United,5.9,160
Vivarium,6,1486
The Matrix Reloaded,7,9372
Lone Survivor,7.4,3631
Treasure Planet,7.5,3479
V/H/S/2,6.2,839
The Hate U Give,8.2,1832
Containment,5.9,159
The Autopsy of Jane Doe,6.7,3449
Left Behind,4.2,1123
Little Women,7.9,5084
The Smurfs,5.8,3259
Romeo Must Die,6.2,963
Rock Dog 2: Rock Around the Park,6.7,88
A Nightmare on Elm Street Part 2: Freddy's Revenge,5.8,1476
The Transporter Refueled,5.5,1296
Barbie and the Magic of Pegasus,7.1,582
Casino Royale,7.5,9253
The Fifth Element,7.5,9240
Safer at Home,5.5,116
Taxi Driver,8.2,9912
Frozen Fever,6.8,1657
A Nightmare on Elm Street,5.5,2310
Full Metal Jacket,8.1,8867
The Pursuit of Happyness,7.9,8533
The Hot Chick,6.3,1668
Pocahontas,6.9,4966
12 Rounds,5.9,639
Wonder,8.2,7050
Rocky V,5.7,2604
Meet the Robinsons,6.9,2359
The Hunchback of Notre Dame,7.1,4314
Barbie of Swan Lake,7,946
Everest,6.8,4287
Sherlock Holmes,7.2,12538
Hostel,5.9,3037
The Bourne Legacy,6.2,5031
Men in Black: International,6,4108
Sneakerella,6.1,62
The Ring,6.6,5237
Mama,6.2,3688
Percy Jackson: Sea of Monsters,6,4587
Empire State,5.4,578
Barbie in A Mermaid Tale,7.2,607
Her,7.9,12488
Son of the Mask,4.1,1522
Black Hawk Down,7.4,4763
Mary Poppins,7.6,4075
Max Steel,5.7,664
Hunter Killer,6.8,1777
Barbie and the Three Musketeers,7.2,558
V for Vendetta,7.9,12652
The Invisible Man,7.1,4813
Teen Wolf,6.2,916
Truth or Dare,6,3573
Contraband,6.3,1807
I Spit on Your Grave III: Vengeance is Mine,5.7,785
Thinking XXX,5.4,83
Bridge to Terabithia,7.3,4005
Doomsday,6,1066
El Camino: A Breaking Bad Movie,6.9,4008
Planet of the Apes,5.7,3406
Tomorrowland,6.2,6301
See You Soon,6.4,24
Leprechaun 2,5.5,243
Mission: Impossible - Rogue Nation,7.2,7526
Evil Dead II,7.6,2447
Bram Stoker's Dracula,7.4,4206
Barbie: A Fairy Secret,6.7,399
Goal!,6.7,906
The Change-Up,6.1,2361
Cinderella,6.5,1160
Transformers: Beginnings,6.9,220
Crisis,6.4,228
Tinker Bell,6.8,1164
Titanic II,4.9,322
Flashback,6.4,216
AVP: Alien vs. Predator,5.9,3675
Evil Eye,5.5,136
Cloverfield,6.7,6101
The Prince of Egypt,7.2,3317
How to Be a Latin Lover,6.9,547
Robots,6.4,3925
Scott Pilgrim vs. the World,7.5,6592
The Larva Island Movie,7.2,156
The Day After Tomorrow,6.5,6867
Finding ʻOhana,6.5,328
From Paris with Love,6.2,1691
A Monster Calls,7.3,2902
Clueless,7.3,3662
8 Mile,7.1,6114
Yes Man,6.6,5892
Braveheart,7.9,8653
Love Don't Co$t a Thing,7,352
The Grudge,5.9,2496
A Cinderella Story,6.5,2824
RED 2,6.5,3511
Indigenous,5.7,133
V/H/S: Viral,4.9,504
The Little Mermaid,5,779
Security,6.2,658
Dahmer on Dahmer: A Serial Killer Speaks,6.9,14
